panel,spike_id,time_s,x_px_in_panel,y_px_in_panel,x_px_abs,y_px_abs,y_norm_in_raster,sigma_px,detection_score
no_prediction_reward_occurs,no_prediction_reward_occurs_0170,1.1285714285714286,257.0,71.0,649.0,272.0,0.23529411764705882,1.6666666666666665,0.8575163398692811
no_prediction_reward_occurs,no_prediction_reward_occurs_0117,1.1285714285714286,257.0,135.0,649.0,336.0,0.8627450980392157,2.5555555555555554,0.963834422657952
no_prediction_reward_occurs,no_prediction_reward_occurs_0191,1.1285714285714286,257.0,140.0,649.0,341.0,0.9117647058823529,1.2222222222222223,0.7869281045751634
no_prediction_reward_occurs,no_prediction_reward_occurs_0203,1.1357142857142857,258.0,82.0,650.0,283.0,0.3431372549019608,3.0,0.8309368191721134
no_prediction_reward_occurs,no_prediction_reward_occurs_0199,1.15,260.0,67.0,652.0,268.0,0.19607843137254902,1.2222222222222223,0.8335511982570805
no_prediction_reward_occurs,no_prediction_reward_occurs_0195,1.15,260.0,90.0,652.0,291.0,0.4215686274509804,1.2222222222222223,0.8932461873638347
no_prediction_reward_occurs,no_prediction_reward_occurs_0093,1.15,260.0,109.0,652.0,310.0,0.6078431372549019,1.2222222222222223,0.8501089324618738
no_prediction_reward_occurs,no_prediction_reward_occurs_0196,1.15,260.0,120.0,652.0,321.0,0.7156862745098039,1.4444444444444444,0.8383442265795207
no_prediction_reward_occurs,no_prediction_reward_occurs_0165,1.157142857142857,261.0,129.0,653.0,330.0,0.803921568627451,1.8888888888888888,0.820479302832244
no_prediction_reward_occurs,no_prediction_reward_occurs_0173,1.1642857142857144,262.0,61.0,654.0,262.0,0.13725490196078433,1.4444444444444444,0.8466230936819171
no_prediction_reward_occurs,no_prediction_reward_occurs_0221,1.1642857142857144,262.0,76.0,654.0,277.0,0.28431372549019607,1.2222222222222223,0.8614379084967321
no_prediction_reward_occurs,no_prediction_reward_occurs_0214,1.1714285714285715,263.0,80.0,655.0,281.0,0.3235294117647059,1.8888888888888888,0.9494553376906318
no_prediction_reward_occurs,no_prediction_reward_occurs_0143,1.1714285714285715,263.0,96.0,655.0,297.0,0.4803921568627451,1.4444444444444444,0.8631808278867102
no_prediction_reward_occurs,no_prediction_reward_occurs_0186,1.1714285714285715,263.0,145.0,655.0,346.0,0.9607843137254902,1.4444444444444444,0.8522875816993464
no_prediction_reward_occurs,no_prediction_reward_occurs_0224,1.1857142857142857,265.0,49.0,657.0,250.0,0.0196078431372549,1.0,0.6867102396514162
no_prediction_reward_occurs,no_prediction_reward_occurs_0226,1.1857142857142857,265.0,65.0,657.0,266.0,0.17647058823529413,1.0,0.562962962962963
no_prediction_reward_occurs,no_prediction_reward_occurs_0208,1.1928571428571428,266.0,71.0,658.0,272.0,0.23529411764705882,2.111111111111111,0.9359477124183007
no_prediction_reward_occurs,no_prediction_reward_occurs_0217,1.2,267.0,53.0,659.0,254.0,0.058823529411764705,2.7777777777777777,0.8440087145969498
no_prediction_reward_occurs,no_prediction_reward_occurs_0168,1.2,267.0,90.0,659.0,291.0,0.4215686274509804,1.8888888888888888,0.8056644880174293
no_prediction_reward_occurs,no_prediction_reward_occurs_0145,1.2,267.0,119.0,659.0,320.0,0.7058823529411765,2.111111111111111,0.9010893246187364
no_prediction_reward_occurs,no_prediction_reward_occurs_0210,1.2,267.0,145.0,659.0,346.0,0.9607843137254902,1.4444444444444444,0.8871459694989107
no_prediction_reward_occurs,no_prediction_reward_occurs_0026,1.2142857142857142,269.0,106.0,661.0,307.0,0.5784313725490197,2.7777777777777777,0.9812636165577343
no_prediction_reward_occurs,no_prediction_reward_occurs_0171,1.2142857142857142,269.0,129.0,661.0,330.0,0.803921568627451,1.8888888888888888,0.9037037037037037
no_prediction_reward_occurs,no_prediction_reward_occurs_0216,1.2142857142857142,269.0,138.0,661.0,339.0,0.8921568627450981,3.0,0.9830065359477125
no_prediction_reward_occurs,no_prediction_reward_occurs_0201,1.2214285714285715,270.0,61.0,662.0,262.0,0.13725490196078433,1.6666666666666665,0.9233115468409587
no_prediction_reward_occurs,no_prediction_reward_occurs_0205,1.2285714285714286,271.0,76.0,663.0,277.0,0.28431372549019607,2.333333333333333,0.9163398692810456
no_prediction_reward_occurs,no_prediction_reward_occurs_0178,1.2357142857142858,272.0,80.0,664.0,281.0,0.3235294117647059,1.8888888888888888,0.8736383442265796
no_prediction_reward_occurs,no_prediction_reward_occurs_0183,1.2428571428571429,273.0,146.0,665.0,347.0,0.9705882352941176,1.0,0.730718954248366
no_prediction_reward_occurs,no_prediction_reward_occurs_0188,1.2571428571428571,275.0,56.0,667.0,257.0,0.08823529411764706,1.6666666666666665,0.8867102396514162
no_prediction_reward_occurs,no_prediction_reward_occurs_0184,1.2571428571428571,275.0,66.0,667.0,267.0,0.18627450980392157,1.6666666666666665,0.7594771241830065
no_prediction_reward_occurs,no_prediction_reward_occurs_0172,1.2571428571428571,275.0,120.0,667.0,321.0,0.7156862745098039,1.8888888888888888,0.8662309368191721
no_prediction_reward_occurs,no_prediction_reward_occurs_0187,1.2714285714285714,277.0,114.0,669.0,315.0,0.6568627450980392,1.6666666666666665,0.8745098039215686
no_prediction_reward_occurs,no_prediction_reward_occurs_0027,1.2785714285714285,278.0,90.0,670.0,291.0,0.4215686274509804,1.8888888888888888,0.8806100217864924
no_prediction_reward_occurs,no_prediction_reward_occurs_0204,1.2785714285714285,278.0,109.0,670.0,310.0,0.6078431372549019,1.2222222222222223,0.8570806100217865
no_prediction_reward_occurs,no_prediction_reward_occurs_0153,1.2785714285714285,278.0,129.0,670.0,330.0,0.803921568627451,1.8888888888888888,0.8871459694989107
no_prediction_reward_occurs,no_prediction_reward_occurs_0190,1.2857142857142856,279.0,51.0,671.0,252.0,0.0392156862745098,2.111111111111111,0.9477124183006536
